순번,판매자명,구분,상품명,부제,시리즈명,시리즈번호,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,대여가,정가,판매가,할인액,할인율,마일리지,출간일,분야,수량,장바구니에 담은 날짜
1012,알라딘 직배송,국내도서,기버 1,위대하고 엄청난 성공에 이르는 5가지 법칙,기버 1,898015,K252630317,9.79E+12,4190,포레스트북스,"밥 버그.존 데이비드 만 지음, 안진환 옮김",0,"15,000","13,500","1,500",10%,750점,20200201,국내도서>자기계발>성공>성공학,1,2021-09-22
1013,알라딘 직배송,국내도서,생각하라! 그러면 부자가 되리라,,,,8974256428,9.79E+12,13320,국일미디어(국일출판사),"나폴레온 힐 지음, 남문희 옮김",0,"13,500","12,150","1,350",10%,670점,20180122,국내도서>자기계발>성공>성공학,1,2021-09-22
1014,알라딘 직배송,국내도서,성공하는 사람들의 7가지 습관,출간 25주년 뉴에디션,,,8934977914,9.79E+12,3320,김영사,"스티븐 코비 지음, 김경섭 옮김",0,"18,900","17,010","1,890",10%,940점,20170502,국내도서>자기계발>성공>성공학,1,2021-09-22
1015,알라딘 직배송,국내도서,기브앤테이크 Give and Take,주는 사람이 성공한다,,,8962605813,9.79E+12,13320,생각연구소,"애덤 그랜트 지음, 윤태준 옮김",0,"17,500","15,750","1,750",10%,870점,20130607,국내도서>자기계발>성공>성공학,1,2021-09-22
1016,알라딘 직배송,국내도서,실행이 답이다 (리커버 에디션),행동과 실천의 심리학,,,8984059706,9.79E+12,3320,더난출판사,이민규 지음,0,"15,000","13,500","1,500",10%,750점,20190906,국내도서>자기계발>성공>성공학,1,2021-09-22
1017,알라딘 직배송,국내도서,센스를 배웠더니 일머리가 돌아갑니다,직급별로 마주하는 다양한 문제들을 센스 있게 해결하는 직장 내 '센스' 참고서,,,K162731043,9.79E+12,3320,T.W.I.G(티더블유아이지)(주),이찬.박소영 지음,0,"15,800","14,220","1,580",10%,790점,20210512,국내도서>자기계발>성공>성공학,1,2021-09-22
1018,알라딘 직배송,국내도서,생각의 각도,멈추고 향유하는 웰라이프 심리학,,,K632738627,9.79E+12,3190,끌리는책,이민규 지음,0,"15,800","14,220","1,580",10%,790점,20210302,국내도서>자기계발>성공>성공학,1,2021-09-22
1019,알라딘 직배송,국내도서,몰입 합본판 (100쇄 기념 합본 에디션),,몰입,22986,8925556286,9.79E+12,3320,알에이치코리아(RHK),황농문 지음,0,"24,000","21,600","2,400",10%,"1,200점",20200729,국내도서>자기계발>성공>성공학,1,2021-09-22
1020,알라딘 직배송,국내도서,행복한 이기주의자 (스페셜 에디션),나의 가치는 내가 결정한다,,,8950973340,9.79E+12,3320,21세기북스,"웨인 W. 다이어 지음, 오현정 옮김",0,"17,800","16,020","1,780",10%,890점,20190814,국내도서>자기계발>성공>성공학,1,2021-09-22
1021,알라딘 직배송,국내도서,관점을 디자인하라,"없는 것인가, 못 본 것인가?, 개념 확장판",,,8965706831,9.79E+12,3320,쌤앤파커스,박용후 지음,0,"16,000","14,400","1,600",10%,800점,20181010,국내도서>자기계발>성공>성공학,1,2021-09-22
1022,알라딘 직배송,국내도서,"운, 준비하는 미래",상위 1%의 멘토가 밝히는 운의 기술,,,8994597514,9.79E+12,3190,이다미디어,이서윤 지음,0,"13,500","12,150","1,350",10%,670점,20150827,국내도서>자기계발>성공>성공학,1,2021-09-22
1023,알라딘 직배송,국내도서,당신의 생각을 정리해드립니다,인생을 바꾸는 생각정리스킬,,,K712739236,9.79E+12,3190,비즈니스북스,복주환 지음,0,"16,000","14,400","1,600",10%,800점,20210316,국내도서>자기계발>성공>성공학,1,2021-09-22
1024,알라딘 직배송,국내도서,일을 잘한다는 것,자신만의 감각으로 일하며 탁월한 성과를 올리는 사람들,,,8901248166,9.79E+12,3320,리더스북,"야마구치 슈 외 지음, 김윤경 옮김",0,"16,000","14,400","1,600",10%,800점,20210118,국내도서>자기계발>성공>성공학,1,2021-09-22
1025,알라딘 직배송,국내도서,백만장자 메신저,당신의 경험이 돈이 되는 순간이 온다,,,8901222663,9.79E+12,3320,리더스북,"브렌든 버처드 지음, 위선주 옮김",0,"18,000","16,200","1,800",10%,900점,20180427,국내도서>자기계발>성공>성공학,1,2021-09-22
1026,알라딘 직배송,국내도서,하루 5분 아침 일기,최고의 삶을 만드는 가장 쉬운 습관,,,K132531341,9.79E+12,13190,심야책방,"인텔리전트 체인지 지음, 정지현 옮김",0,"15,800","14,220","1,580",10%,790점,20171106,국내도서>자기계발>성공>성공학,1,2021-09-22
1027,알라딘 직배송,국내도서,왓칭 Watching,신이 부리는 요술,왓칭 시리즈,60163,893570346X,9.79E+12,3320,정신세계사,김상운 지음,0,"13,000","11,700","1,300",10%,650점,20110412,국내도서>자기계발>성공>성공학,1,2021-09-22
1028,알라딘 직배송,국내도서,운의 비밀,왜 나는 운이 없을까?,,,K982734962,9.79E+12,3180,베가북스,민광욱 지음,0,"16,000","14,400","1,600",10%,800점,20210823,국내도서>자기계발>성공>성공학,1,2021-09-22
1029,알라딘 직배송,국내도서,프로일잘러,일하는 사람 말고 일 ‘잘하는’ 사람,,,8925588722,9.79E+12,3190,알에이치코리아(RHK),유꽃비 지음,0,"16,000","14,400","1,600",10%,800점,20210420,국내도서>자기계발>성공>성공학,1,2021-09-22
1030,알라딘 직배송,국내도서,대학원생 때 알았더라면 좋았을 것들,,,,K262635791,9.79E+12,3320,클라우드나인,엄태웅.최윤섭.권창현 지음,0,"16,000","14,400","1,600",10%,800점,20190418,국내도서>자기계발>성공>성공학,1,2021-09-22
1031,알라딘 직배송,국내도서,리얼리티 트랜서핑 3,운명을 주무를 수 있는 강력한 기법들,,,8935703133,9.79E+12,3320,정신세계사,"바딤 젤란드 지음, 박인수 옮김",0,"11,000","9,900","1,100",10%,550점,20090515,국내도서>자기계발>성공>성공학,1,2021-09-22
1032,알라딘 직배송,국내도서,챔피언의 마인드 : 결정적 순간에 차이를 만드는 힘,자신과의 싸움에서 무조건 이기는 멘탈 트레이닝,,,8901251760,9.79E+12,3180,갤리온,"짐 아프레모 지음, 홍유숙 옮김",0,"16,000","14,400","1,600",10%,800점,20210705,국내도서>자기계발>성공>성공학,1,2021-09-22
1033,알라딘 직배송,국내도서,초집중,집중력을 지배하고 원하는 인생을 사는 비결,,,K142631595,9.79E+12,3190,안드로메디안,"니르 이얄 지음, 김고명 옮김",0,"16,800","15,120","1,680",10%,840점,20200722,국내도서>자기계발>성공>성공학,1,2021-09-22
1034,알라딘 직배송,국내도서,당신도 초자연적이 될 수 있다,나는 어떻게 원하는 내가 되는가?,,,K432636214,9.79E+12,3180,샨티,"조 디스펜자 지음, 추미란 옮김",0,"25,000","22,500","2,500",10%,"1,250점",20191216,국내도서>자기계발>성공>성공학,1,2021-09-22
1035,알라딘 직배송,국내도서,리얼리티 트랜서핑 2,성공의 물결로 갈아타는 선택의 비밀,,,8935703117,9.79E+12,3320,정신세계사,"바딤 젤란드 지음, 박인수 옮김",0,"11,000","9,900","1,100",10%,550점,20090320,국내도서>자기계발>성공>성공학,1,2021-09-22
1036,알라딘 직배송,국내도서,100일을 디자인하라,지금 시작해도 늦지 않다! 기적의 목표 달성 프로젝트,,,K272734408,9.79E+12,13190,유엑스리뷰,"나가타 히데토모 지음, 이지현 옮김",0,"18,000","16,200","1,800",10%,900점,20210831,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1037,알라딘 직배송,국내도서,미라클 모닝,,미라클 모닝,117419,K902434025,9.79E+12,13320,한빛비즈,"할 엘로드 지음, 김현수 옮김",0,"12,000","10,800","1,200",10%,600점,20160222,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1038,알라딘 직배송,국내도서,나는 4시간만 일한다 (리커버 에디션),최소한만 일하고 원하는 대로 사는 법,,,K962639742,9.79E+12,3320,다른상상,"팀 페리스 지음, 최원형.윤동준 옮김",0,"14,800","13,320","1,480",10%,740점,20171020,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1039,알라딘 직배송,국내도서,나는 오늘만 최선을 다하기로 했다 데일리 루틴,,,,K842738829,9.79E+12,3190,데이비드스톤,허두영 지음,0,"16,000","14,400","1,600",10%,800점,20210222,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1040,알라딘 직배송,국내도서,나는 아침마다 삶의 감각을 깨운다,자존감을 높이는 아침 1분 루틴,,,895099447X,9.79E+12,3190,21세기북스,"고토 하야토 지음, 조사연 옮김",0,"13,000","11,700","1,300",10%,650점,20210414,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1041,알라딘 직배송,국내도서,5년 후 나에게 - Q&A a day (2021 메모리아 화이트 Gift Edition),,,,K952735119,9.79E+12,14190,토네이도,"포터 스타일 지음, 정지현 옮김",0,"16,800","15,120","1,680",10%,840점,20201118,국내도서>자기계발>시간관리/정보관리>시간관리,1,2021-09-22
1042,알라딘 직배송,국내도서,카피책,당신이 쓰는 모든 글이 카피다,카피책 시리즈,101651,8968330751,9.79E+12,14320,허밍버드,"정철 지음, 손영삼 이미지",0,"15,000","13,500","1,500",10%,750점,20160125,국내도서>자기계발>시간관리/정보관리>정보관리,1,2021-09-22
1043,알라딘 직배송,국내도서,회사에서 나만 그래?,언니들이 알려주는 조직생활 노하우 26,쏠쏠 시리즈 1,1005075,8954681921,9.79E+12,3190,콜라주,언니들의 슬기로운 조직생활 지음,0,"13,000","11,700","1,300",10%,650점,20210901,국내도서>자기계발>여성의 자기계발,1,2021-09-22
1044,알라딘 직배송,국내도서,프레임,나를 바꾸는 심리학의 지혜,,,8950994518,9.79E+12,3320,21세기북스,최인철 지음,0,"17,000","15,300","1,700",10%,850점,20210302,국내도서>자기계발>인간관계>교양심리학,1,2021-09-22
1045,알라딘 직배송,국내도서,회복력 수업,매 순간 넘어져도 기꺼이 일어나기 위하여,,,890125252X,9.79E+12,3180,갤리온,"류페이쉬안 지음, 이지수 옮김",0,"15,000","13,500","1,500",10%,750점,20210903,국내도서>자기계발>인간관계>교양심리학,1,2021-09-22
1046,알라딘 직배송,국내도서,기분이 태도가 되지 않게 (15만 부 기념 썸머에디션),기분 따라 행동하다 손해 보는 당신을 위한 심리 수업,,,8901243652,9.79E+12,3810,갤리온,"레몬심리 지음, 박영란 옮김",0,"14,000","12,600","1,400",10%,700점,20210621,국내도서>자기계발>인간관계>교양심리학,1,2021-09-22
1047,알라딘 직배송,국내도서,오은영의 화해,상처받은 내면의 ‘나’와 마주하는 용기,,,8997396870,9.79E+12,3180,코리아닷컴(Korea.com),오은영 지음,0,"16,000","14,400","1,600",10%,800점,20190110,국내도서>자기계발>인간관계>교양심리학,1,2021-09-22
1048,알라딘 직배송,국내도서,지혜의 심리학,나의 잠재력을 찾는 생각의 비밀코드,,,8997743333,9.79E+12,3180,진성북스,김경일 지음,0,"16,500","14,850","1,650",10%,820점,20170313,국내도서>자기계발>인간관계>교양심리학,1,2021-09-22
1049,알라딘 직배송,국내도서,엮이면 피곤해지는 사람들,살면서 꼭 한 번은 만난다,,,K412734780,9.79E+12,3320,쌤앤파커스,"에노모토 히로아키 지음, 이지현 옮김",0,"14,000","12,600","1,400",10%,700점,20210825,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1050,알라딘 직배송,국내도서,관계의 내공,일보다 사람이 힘든 당신에게 필요한 힘,,,K692734507,9.79E+12,3190,비즈니스북스,유세미 지음,0,"15,000","13,500","1,500",10%,750점,20210914,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1051,알라딘 직배송,국내도서,데일 카네기 인간관계론,,,,K032636279,9.79E+12,3320,현대지성,"데일 카네기 지음, 임상훈 옮김",0,"11,500","10,350","1,150",10%,570점,20191007,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1052,알라딘 직배송,국내도서,불편한 사람과 뻔뻔하게 대화하는 법,설득할 필요도 없고 설득할 수도 없다,,,K222734813,9.79E+12,3190,필름(Feelm),"진 마티넷 지음, 김은영 옮김",0,"15,000","13,500","1,500",10%,750점,20210915,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1053,알라딘 직배송,국내도서,인간관계론 (스페셜 에디션),"카네기 명언이 추가된, 요즘책방 책 읽어드립니다",,,K382738085,9.79E+12,3320,스타북스,"데일 카네기 지음, 강윤철 옮김",0,"12,900","11,610","1,290",10%,640점,20210120,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1054,알라딘 직배송,국내도서,불행한 관계 걷어차기,사람에 휘둘리지 않고 나를 지키는 법,,,K292737705,9.79E+12,3190,스몰빅라이프,장성숙 지음,0,"15,000","13,500","1,500",10%,750점,20210111,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1055,알라딘 직배송,국내도서,데일카네기 인간관계론,,,,K622636049,9.79E+12,13320,책에반하다,데일 카네기 지음,0,"11,500","10,350","1,150",10%,570점,20200322,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1056,알라딘 직배송,국내도서,남들이 나를 함부로 하지 못하게 하라,,,,K552633325,9.79E+12,3320,쌤앤파커스,"무옌거 지음, 최인애 옮김",0,"14,000","12,600","1,400",10%,700점,20201202,국내도서>자기계발>인간관계>인간관계,1,2021-09-22
1057,알라딘 직배송,국내도서,"마흔, 논어를 읽어야 할 시간","인생의 굽잇길에서 공자를 만나다, 개정판",내 인생의 사서四書,834495,8950984830,9.79E+12,4320,21세기북스,신정근 지음,0,"18,000","16,200","1,800",10%,900점,20191211,국내도서>자기계발>중년의 자기계발,1,2021-09-22
1058,알라딘 직배송,국내도서,"50 이후, 더 재미있게 나이 드는 법",슬기로운 인생 후반을 위한 7가지 공식,,,K012734204,9.79E+12,3320,갈매나무,"스벤 뵐펠 지음, 유영미 옮김",0,"15,000","13,500","1,500",10%,750점,20210910,국내도서>자기계발>중년의 자기계발,1,2021-09-22
1059,알라딘 직배송,국내도서,조금 알고 적당히 모르는 오십이 되었다,‘척’에 숨긴 내 마음을 드러내는 시간,,,8935213403,9.79E+12,3320,청림출판,이주희 지음,0,"14,500","13,050","1,450",10%,720점,20210217,국내도서>자기계발>중년의 자기계발,1,2021-09-22
1060,알라딘 직배송,국내도서,그릿 GRIT (100쇄 기념 리커버 에디션),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",,,K102534140,9.79E+12,3190,비즈니스북스,"앤절라 더크워스 지음, 김미정 옮김",0,"16,000","14,400","1,600",10%,800점,20190220,국내도서>자기계발>창의적사고/두뇌계발,1,2021-09-22
1061,알라딘 직배송,국내도서,3X 독서법,책의 핵심만 쏙쏙 흡수해 바로 써먹는,,,K832734211,9.79E+12,3320,길벗,"쓰노다 가즈마사 지음, 신은주 옮김",0,"15,000","13,500","1,500",10%,750점,20210921,국내도서>자기계발>창의적사고/두뇌계발,1,2021-09-22
1062,알라딘 직배송,국내도서,우리의 뇌는 어떻게 배우는가,배움의 모든 것을 해부하다,,,K572732026,9.79E+12,3190,로크미디어,"스타니슬라스 드앤 지음, 엄성수 옮김",0,"19,800","17,820","1,980",10%,990점,20210609,국내도서>자기계발>창의적사고/두뇌계발,1,2021-09-22
1063,알라딘 직배송,국내도서,메타쉐도잉,"속독은 기본, 속청, 속화를 한 번에, 진짜 영어 뇌혁명이 시작된다!",,,K342732924,9.79E+12,3320,다산북스,박세호 지음,0,"16,000","14,400","1,600",10%,800점,20210604,국내도서>자기계발>창의적사고/두뇌계발,1,2021-09-22
